id	question	referAnswer	stuid	stuAnswer	accuracy
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj10-l1.qa210	There is a gap between terminal 1 and positive terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj11-l1.qa213	Termianl1 is not connected to the positive terminal.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa220	Since there was no separation between the positive battery terminal and terminal 1.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa221	Because there was no gap between the positive battery terminal and terminal 1.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa222	This is because there is a gap between the positive terminal and the terminal 1.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj14-l1.qa209	There is a gap between the positive terminal and the terminal 1.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa231	Because there was no direct connection between the positive terminal and bulb terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa232	There was a gap in the connection	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj15-l1.qa233	There was a gap	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj18-l1.qa182	The terminal 1 is not connected to the positive terminal.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa240	Because it was connected to a positive terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa241	Terminal 2 is connected to negative terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa242	Connection	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa208	Because the terminal is in the same state	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj22-l1.qa209	The terminal is connected to the negative terminal of the battery	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa185	The terminal 1 is connected to a positive terminal.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa186	The terminal 1 is connected to a minus terminal.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa219	Damaged bulbs	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj24-l1.qa220	Since the negative terminal of the battery is connected to the terminal of the valve, and the valve is connected to the terminal of the battery, it receives a read of	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa226	1 no gap	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa227	The terminal is seperated	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa206	Have a gap	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa207	No connection	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa208	Have a parting	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj29-l1.qa202	Positive battery terminal and terminal 1 are not connected	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa193	Because there was a gap	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa194	Connected to positive battery terminals	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj30-l1.qa195	Cathode terminal	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj31-l1.qa202	Terminal 1 is connected to a negative terminal, and terminal 1 is separated from positive terminal by gap	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa196	There is no gap between the terminal and the terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa197	Tell me the answer	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa204	The terminal 1 is connected to a positive terminal.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa206	Voltage is the difference between positive and negative edges on the battery.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa213	The terminal is connected to the positive terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa214	The terminal is connected to the battery	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa215	The terminal is connected to battery terminal	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj36-l1.qa216	There is no gap between the terminals	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa182	The terminal is not connected to the positive battery terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj37-l1.qa183	Terminal 1 is not connected to positive terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa187	Batteries are not connected to the terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj38-l1.qa188	The positive terminal is not connected to terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa224	The positve battery terminal is separated by the gap of terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225	Because there is no gap in terminal	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa226	There is a gap in terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa227	Cathode terminals are separated by gaps	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa215	The voltage is 1.5 because the valve terminal is connected to the battery terminal.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216	Since the valve terminal is connected to the battery terminal, the voltage is 1.5.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa217	There is no gap between terminal 1 and terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa218	I know.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa219	Two components are separated.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa202	The positive terminal is not isolated by the gap.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa203	The terminal is connected to a valve.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa204	The terminal is not connected to the positive terminal.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj43-l1.qa201	A positive terminal and terminal 1 are isolated by gaps	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa192	Because the positive terminal is separated by the gap from terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa193	The gap isolates the positive battery terminal from terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206	Negative terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa207	Positive charge	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa208	Connect negatively	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj47-l1.qa219	The terminal 1 is connected to the negative terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb1-l1.qa166	The terminal is connected to a positive circuit.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb2-l1.qa170	It was separated by a gap.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb4-l1.qa161	No terminal is connected	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb6-l1.qa162	The positive electrode was not connected to the terminal 1.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb7-l1.qa159	Different electrical states.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb9-l1.qa175	The terminal 1 is not connected to the positive terminal.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb10-l1.qa159	Because there was a positive and negative connection	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165	Because they have different electrical states	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb13-l1.qa161	The positive terminal is spaced apart from the terminal 1.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb15-l1.qa161	Because it is not connected to a positive battery	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb16-l1.qa161	The light bulb did not damage	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb18-l1.qa171	Don't know	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb19-l1.qa164	The terminal 1 is connected to a positive terminal.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb20-l1.qa171	The terminal 1 is connected to a positive terminal.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb22-l1.qa170	Connect to positive terminal of battery	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb25-l1.qa164	Because they are not damaged.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb26-l1.qa160	Because they are not connected.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb27-l1.qa159	Terminal 1 is connected to negative electrode battery terminal	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb28-l1.qa164	They are not connected	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb29-l1.qa163	The terminals are not connected to each other	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb30-l1.qa166	The terminals are not connected to each other.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb31-l1.qa159	Because there is a gap	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb32-l1.qa163	Because they were connected circuits.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb34-l1.qa159	The terminal 1 and the positive electrode are electrically different.	incorrect
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb35-l1.qa160	When the circuit of the battery was closed, it was in contact with terminal 1.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb36-l1.qa159	Because valve C made a gap, it had both positive and negative charges.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb37-l1.qa159	Connection to positive terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb39-l1.qa162	The positive side is separated from the terminal 1.	correct
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb40-l1.qa160	The terminal 1 is not connected to the battery.	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb41-l1.qa162	There was a connection between terminal 1 and positive terminal	contradictory
answer207.NEW	Explain why you got 1.5 voltage reading for terminal 1 and positive terminal.	The terminal 1 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb42-l1.qa162	Terminal 1 is not connected to a positive battery terminal	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj7-l1.qa186	The terminal 2 is not connected to the positive terminal	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj8-l1.qa229	A positive battery terminal is isolated by the gap from terminal	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj9-l1.qa190	A positive terminal is not connected to the terminal 2.	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj10-l1.qa211	Because there is a gap between terminal 2 and positive battery terminal	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj12-l1.qa184	The positive battery terminal is separated by the gap from terminal	correct
answer211.NEW	Explain why you got 1.5 voltage reading for terminal 2 and positive terminal.	The terminal 2 and the positive terminal are in different electrical states	FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj14-l1.qa210	There is a gap between the positive terminal and the terminal 2.	correct
